OrderID,Product Code,ProductName,OrderDate,ShippedDate,RequiredDate,Cutomer Name,Customer Country,Customer City,TitleOfCourtesy#Title#FirstName#LastName,Sales Quantity,Sales Price,
10378,71,Flotemysost,10/12/2018,19/12/2018,07/01/2019,Folk och f? HB,Sweden,Br?cke,Mr.#Steven#Buchanan#Sales Manager,6,17.2,
10379,41,Jack's New England Clam Chowder,11/12/2018,13/12/2018,08/01/2019,Que Del?cia,Brazil,Rio de Janeiro,"Dr.#Andrew#Fuller#Vice President, Sales",8,7.7,
10379,63,Vegie-spread,11/12/2018,13/12/2018,08/01/2019,Que Del?cia,Brazil,Rio de Janeiro,"Dr.#Andrew#Fuller#Vice President, Sales",16,35.1,
10379,65,Louisiana Fiery Hot Pepper Sauce,11/12/2018,13/12/2018,08/01/2019,Que Del?cia,Brazil,Rio de Janeiro,"Dr.#Andrew#Fuller#Vice President, Sales",20,16.8,
10380,30,Nord-Ost Matjeshering,12/12/2018,16/01/2019,09/01/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Ms.#Laura#Callahan#Inside Sales Coordinator,18,20.7,
10380,53,Perth Pasties,12/12/2018,16/01/2019,09/01/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Ms.#Laura#Callahan#Inside Sales Coordinator,20,26.2,
10380,60,Camembert Pierrot,12/12/2018,16/01/2019,09/01/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Ms.#Laura#Callahan#Inside Sales Coordinator,6,27.2,
10380,70,Outback Lager,12/12/2018,16/01/2019,09/01/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Ms.#Laura#Callahan#Inside Sales Coordinator,30,12,
10381,74,Longlife Tofu,12/12/2018,13/12/2018,09/01/2019,LILA-Supermercado,Venezuela,Barquisimeto,Ms.#Janet#Leverling#Sales Representative,14,8,
10382,5,Chef Anton's Gumbo Mix,13/12/2018,16/12/2018,10/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,32,17,
10382,18,Carnarvon Tigers,13/12/2018,16/12/2018,10/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,9,50,
10382,29,Th?ringer Rostbratwurst,13/12/2018,16/12/2018,10/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,14,99,
10382,33,Geitost,13/12/2018,16/12/2018,10/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,60,2,
10382,74,Longlife Tofu,13/12/2018,16/12/2018,10/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,50,8,
10383,13,Konbu,16/12/2018,18/12/2018,13/01/2019,Around the Horn,UK,Colchester,Ms.#Laura#Callahan#Inside Sales Coordinator,20,4.8,
10383,50,Valkoinen suklaa,16/12/2018,18/12/2018,13/01/2019,Around the Horn,UK,Colchester,Ms.#Laura#Callahan#Inside Sales Coordinator,15,13,
10383,56,Gnocchi di nonna Alice,16/12/2018,18/12/2018,13/01/2019,Around the Horn,UK,Colchester,Ms.#Laura#Callahan#Inside Sales Coordinator,20,30.4,
10384,20,Sir Rodney's Marmalade,16/12/2018,20/12/2018,13/01/2019,Berglunds snabbk?p,Sweden,Lule?,Ms.#Janet#Leverling#Sales Representative,28,64.8,
10384,60,Camembert Pierrot,16/12/2018,20/12/2018,13/01/2019,Berglunds snabbk?p,Sweden,Lule?,Ms.#Janet#Leverling#Sales Representative,15,27.2,
10385,7,Uncle Bob's Organic Dried Pears,17/12/2018,23/12/2018,14/01/2019,Split Rail Beer & Ale,USA,Lander,Ms.#Nancy#Davolio#Sales Representative,10,24,
10385,60,Camembert Pierrot,17/12/2018,23/12/2018,14/01/2019,Split Rail Beer & Ale,USA,Lander,Ms.#Nancy#Davolio#Sales Representative,20,27.2,
10385,68,Scottish Longbreads,17/12/2018,23/12/2018,14/01/2019,Split Rail Beer & Ale,USA,Lander,Ms.#Nancy#Davolio#Sales Representative,8,10,
10386,24,Guaran? Fant?stica,18/12/2018,25/12/2018,01/01/2019,Familia Arquibaldo,Brazil,Sao Paulo,Ms.#Anne#Dodsworth#Sales Representative,15,3.6,
10386,34,Sasquatch Ale,18/12/2018,25/12/2018,01/01/2019,Familia Arquibaldo,Brazil,Sao Paulo,Ms.#Anne#Dodsworth#Sales Representative,10,11.2,
10387,24,Guaran? Fant?stica,18/12/2018,20/12/2018,15/01/2019,Sant? Gourmet,Norway,Stavern,Ms.#Nancy#Davolio#Sales Representative,15,3.6,
10387,28,R?ssle Sauerkraut,18/12/2018,20/12/2018,15/01/2019,Sant? Gourmet,Norway,Stavern,Ms.#Nancy#Davolio#Sales Representative,6,36.4,
10387,59,Raclette Courdavault,18/12/2018,20/12/2018,15/01/2019,Sant? Gourmet,Norway,Stavern,Ms.#Nancy#Davolio#Sales Representative,12,44,
10387,71,Flotemysost,18/12/2018,20/12/2018,15/01/2019,Sant? Gourmet,Norway,Stavern,Ms.#Nancy#Davolio#Sales Representative,15,17.2,
10388,45,Rogede sild,19/12/2018,20/12/2018,16/01/2019,Seven Seas Imports,UK,London,"Dr.#Andrew#Fuller#Vice President, Sales",15,7.6,
10388,52,Filo Mix,19/12/2018,20/12/2018,16/01/2019,Seven Seas Imports,UK,London,"Dr.#Andrew#Fuller#Vice President, Sales",20,5.6,
10388,53,Perth Pasties,19/12/2018,20/12/2018,16/01/2019,Seven Seas Imports,UK,London,"Dr.#Andrew#Fuller#Vice President, Sales",40,26.2,
10389,10,Ikura,20/12/2018,24/12/2018,17/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,16,24.8,
10389,55,P?t? chinois,20/12/2018,24/12/2018,17/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,15,19.2,
10389,62,Tarte au sucre,20/12/2018,24/12/2018,17/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,20,39.4,
10389,70,Outback Lager,20/12/2018,24/12/2018,17/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,30,12,
10390,31,Gorgonzola Telino,23/12/2018,26/12/2018,20/01/2019,Ernst Handel,Austria,Graz,Mr.#Michael#Suyama#Sales Representative,60,10,
10390,35,Steeleye Stout,23/12/2018,26/12/2018,20/01/2019,Ernst Handel,Austria,Graz,Mr.#Michael#Suyama#Sales Representative,40,14.4,
10390,46,Spegesild,23/12/2018,26/12/2018,20/01/2019,Ernst Handel,Austria,Graz,Mr.#Michael#Suyama#Sales Representative,45,9.6,
10390,72,Mozzarella di Giovanni,23/12/2018,26/12/2018,20/01/2019,Ernst Handel,Austria,Graz,Mr.#Michael#Suyama#Sales Representative,24,27.8,
10391,13,Konbu,23/12/2018,31/12/2018,20/01/2019,Drachenblut Delikatessen,Germany,Aachen,Ms.#Janet#Leverling#Sales Representative,18,4.8,
10392,69,Gudbrandsdalsost,24/12/2018,01/01/2019,21/01/2019,Piccolo und mehr,Austria,Salzburg,"Dr.#Andrew#Fuller#Vice President, Sales",50,28.8,
10393,2,Chang,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Ms.#Nancy#Davolio#Sales Representative,25,15.2,
10393,14,Tofu,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Ms.#Nancy#Davolio#Sales Representative,42,18.6,
10393,25,NuNuCa Nu?-Nougat-Creme,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Ms.#Nancy#Davolio#Sales Representative,7,11.2,
10393,26,Gumb?r Gummib?rchen,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Ms.#Nancy#Davolio#Sales Representative,70,24.9,
10393,31,Gorgonzola Telino,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Ms.#Nancy#Davolio#Sales Representative,32,10,
10394,13,Konbu,25/12/2018,03/01/2019,22/01/2019,Hungry Coyote Import Store,USA,Elgin,Ms.#Nancy#Davolio#Sales Representative,10,4.8,
10394,62,Tarte au sucre,25/12/2018,03/01/2019,22/01/2019,Hungry Coyote Import Store,USA,Elgin,Ms.#Nancy#Davolio#Sales Representative,10,39.4,
10395,46,Spegesild,26/12/2018,03/01/2019,23/01/2019,HILARION-Abastos,Venezuela,San Crist?bal,Mr.#Michael#Suyama#Sales Representative,28,9.6,
10395,53,Perth Pasties,26/12/2018,03/01/2019,23/01/2019,HILARION-Abastos,Venezuela,San Crist?bal,Mr.#Michael#Suyama#Sales Representative,70,26.2,
10395,69,Gudbrandsdalsost,26/12/2018,03/01/2019,23/01/2019,HILARION-Abastos,Venezuela,San Crist?bal,Mr.#Michael#Suyama#Sales Representative,8,28.8,
10396,23,Tunnbr?d,27/12/2018,06/01/2019,10/01/2019,Frankenversand,Germany,M?nchen,Ms.#Nancy#Davolio#Sales Representative,40,7.2,
10396,71,Flotemysost,27/12/2018,06/01/2019,10/01/2019,Frankenversand,Germany,M?nchen,Ms.#Nancy#Davolio#Sales Representative,60,17.2,
10396,72,Mozzarella di Giovanni,27/12/2018,06/01/2019,10/01/2019,Frankenversand,Germany,M?nchen,Ms.#Nancy#Davolio#Sales Representative,21,27.8,
10397,21,Sir Rodney's Scones,27/12/2018,02/01/2019,24/01/2019,Princesa Isabel Vinhos,Portugal,Lisboa,Mr.#Steven#Buchanan#Sales Manager,10,8,
10397,51,Manjimup Dried Apples,27/12/2018,02/01/2019,24/01/2019,Princesa Isabel Vinhos,Portugal,Lisboa,Mr.#Steven#Buchanan#Sales Manager,18,42.4,
10398,35,Steeleye Stout,30/12/2018,09/01/2019,27/01/2019,Save-a-lot Markets,USA,Boise,"Dr.#Andrew#Fuller#Vice President, Sales",30,14.4,
10398,55,P?t? chinois,30/12/2018,09/01/2019,27/01/2019,Save-a-lot Markets,USA,Boise,"Dr.#Andrew#Fuller#Vice President, Sales",120,19.2,
10399,68,Scottish Longbreads,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,?rhus,Ms.#Laura#Callahan#Inside Sales Coordinator,60,10,
10399,71,Flotemysost,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,?rhus,Ms.#Laura#Callahan#Inside Sales Coordinator,30,17.2,
10399,76,Lakkalik??ri,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,?rhus,Ms.#Laura#Callahan#Inside Sales Coordinator,35,14.4,
10399,77,Original Frankfurter gr?ne So?e,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,?rhus,Ms.#Laura#Callahan#Inside Sales Coordinator,14,10.4,
10400,29,Th?ringer Rostbratwurst,01/01/2019,16/01/2019,29/01/2019,Eastern Connection,UK,London,Ms.#Nancy#Davolio#Sales Representative,21,99,
10400,35,Steeleye Stout,01/01/2019,16/01/2019,29/01/2019,Eastern Connection,UK,London,Ms.#Nancy#Davolio#Sales Representative,35,14.4,
10400,49,Maxilaku,01/01/2019,16/01/2019,29/01/2019,Eastern Connection,UK,London,Ms.#Nancy#Davolio#Sales Representative,30,16,
10401,30,Nord-Ost Matjeshering,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Ms.#Nancy#Davolio#Sales Representative,18,20.7,
10401,56,Gnocchi di nonna Alice,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Ms.#Nancy#Davolio#Sales Representative,70,30.4,
10401,65,Louisiana Fiery Hot Pepper Sauce,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Ms.#Nancy#Davolio#Sales Representative,20,16.8,
10401,71,Flotemysost,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Ms.#Nancy#Davolio#Sales Representative,60,17.2,
10402,23,Tunnbr?d,02/01/2019,10/01/2019,13/02/2019,Ernst Handel,Austria,Graz,Ms.#Laura#Callahan#Inside Sales Coordinator,60,7.2,
10402,63,Vegie-spread,02/01/2019,10/01/2019,13/02/2019,Ernst Handel,Austria,Graz,Ms.#Laura#Callahan#Inside Sales Coordinator,65,35.1,
10403,16,Pavlova,03/01/2019,09/01/2019,31/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,21,13.9,
10403,48,Chocolade,03/01/2019,09/01/2019,31/01/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,70,10.2,
10404,26,Gumb?r Gummib?rchen,03/01/2019,08/01/2019,31/01/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,"Dr.#Andrew#Fuller#Vice President, Sales",30,24.9,
10404,42,Singaporean Hokkien Fried Mee,03/01/2019,08/01/2019,31/01/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,"Dr.#Andrew#Fuller#Vice President, Sales",40,11.2,
10404,49,Maxilaku,03/01/2019,08/01/2019,31/01/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,"Dr.#Andrew#Fuller#Vice President, Sales",30,16,
10405,3,Aniseed Syrup,06/01/2019,22/01/2019,03/02/2019,LINO-Delicateses,Venezuela,I. de Margarita,Ms.#Nancy#Davolio#Sales Representative,50,8,
10406,1,Chai,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Mr.#Robert#King#Sales Representative,10,14.4,
10406,21,Sir Rodney's Scones,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Mr.#Robert#King#Sales Representative,30,8,
10406,28,R?ssle Sauerkraut,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Mr.#Robert#King#Sales Representative,42,36.4,
10406,36,Inlagd Sill,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Mr.#Robert#King#Sales Representative,5,15.2,
10406,40,Boston Crab Meat,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Mr.#Robert#King#Sales Representative,2,14.7,
10407,11,Queso Cabrales,07/01/2019,30/01/2019,04/02/2019,Ottilies K?seladen,Germany,K?ln,"Dr.#Andrew#Fuller#Vice President, Sales",30,16.8,
10407,69,Gudbrandsdalsost,07/01/2019,30/01/2019,04/02/2019,Ottilies K?seladen,Germany,K?ln,"Dr.#Andrew#Fuller#Vice President, Sales",15,28.8,
10407,71,Flotemysost,07/01/2019,30/01/2019,04/02/2019,Ottilies K?seladen,Germany,K?ln,"Dr.#Andrew#Fuller#Vice President, Sales",15,17.2,
10408,37,Gravad lax,08/01/2019,14/01/2019,05/02/2019,Folies gourmandes,France,Lille,Ms.#Laura#Callahan#Inside Sales Coordinator,10,20.8,
10408,54,Tourti?re,08/01/2019,14/01/2019,05/02/2019,Folies gourmandes,France,Lille,Ms.#Laura#Callahan#Inside Sales Coordinator,6,5.9,
10408,62,Tarte au sucre,08/01/2019,14/01/2019,05/02/2019,Folies gourmandes,France,Lille,Ms.#Laura#Callahan#Inside Sales Coordinator,35,39.4,
10409,14,Tofu,09/01/2019,14/01/2019,06/02/2019,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,Ms.#Janet#Leverling#Sales Representative,12,18.6,
10409,21,Sir Rodney's Scones,09/01/2019,14/01/2019,06/02/2019,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,Ms.#Janet#Leverling#Sales Representative,12,8,
10410,33,Geitost,10/01/2019,15/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Ms.#Janet#Leverling#Sales Representative,49,2,
10410,59,Raclette Courdavault,10/01/2019,15/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Ms.#Janet#Leverling#Sales Representative,16,44,
10411,41,Jack's New England Clam Chowder,10/01/2019,21/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Ms.#Anne#Dodsworth#Sales Representative,25,7.7,
10411,44,Gula Malacca,10/01/2019,21/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Ms.#Anne#Dodsworth#Sales Representative,40,15.5,
10411,59,Raclette Courdavault,10/01/2019,21/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Ms.#Anne#Dodsworth#Sales Representative,9,44,
10412,14,Tofu,13/01/2019,15/01/2019,10/02/2019,Wartian Herkku,Finland,Oulu,Ms.#Laura#Callahan#Inside Sales Coordinator,20,18.6,
10413,1,Chai,14/01/2019,16/01/2019,11/02/2019,La maison d'Asie,France,Toulouse,Ms.#Janet#Leverling#Sales Representative,24,14.4,
10413,62,Tarte au sucre,14/01/2019,16/01/2019,11/02/2019,La maison d'Asie,France,Toulouse,Ms.#Janet#Leverling#Sales Representative,40,39.4,
10413,76,Lakkalik??ri,14/01/2019,16/01/2019,11/02/2019,La maison d'Asie,France,Toulouse,Ms.#Janet#Leverling#Sales Representative,14,14.4,
10414,19,Teatime Chocolate Biscuits,14/01/2019,17/01/2019,11/02/2019,Familia Arquibaldo,Brazil,Sao Paulo,"Dr.#Andrew#Fuller#Vice President, Sales",18,7.3,
10414,33,Geitost,14/01/2019,17/01/2019,11/02/2019,Familia Arquibaldo,Brazil,Sao Paulo,"Dr.#Andrew#Fuller#Vice President, Sales",50,2,
10415,17,Alice Mutton,15/01/2019,24/01/2019,12/02/2019,Hungry Coyote Import Store,USA,Elgin,Ms.#Janet#Leverling#Sales Representative,2,31.2,
10415,33,Geitost,15/01/2019,24/01/2019,12/02/2019,Hungry Coyote Import Store,USA,Elgin,Ms.#Janet#Leverling#Sales Representative,20,2,
10416,19,Teatime Chocolate Biscuits,16/01/2019,27/01/2019,13/02/2019,Wartian Herkku,Finland,Oulu,Ms.#Laura#Callahan#Inside Sales Coordinator,20,7.3,
10416,53,Perth Pasties,16/01/2019,27/01/2019,13/02/2019,Wartian Herkku,Finland,Oulu,Ms.#Laura#Callahan#Inside Sales Coordinator,10,26.2,
10416,57,Ravioli Angelo,16/01/2019,27/01/2019,13/02/2019,Wartian Herkku,Finland,Oulu,Ms.#Laura#Callahan#Inside Sales Coordinator,20,15.6,
10417,38,C?te de Blaye,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Mrs.#Margaret#Peacock#Sales Representative,50,210.8,
10417,46,Spegesild,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Mrs.#Margaret#Peacock#Sales Representative,2,9.6,
10417,68,Scottish Longbreads,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Mrs.#Margaret#Peacock#Sales Representative,36,10,
10417,77,Original Frankfurter gr?ne So?e,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Mrs.#Margaret#Peacock#Sales Representative,35,10.4,
10418,2,Chang,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Mrs.#Margaret#Peacock#Sales Representative,60,15.2,
10418,47,Zaanse koeken,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Mrs.#Margaret#Peacock#Sales Representative,55,7.6,
10418,61,Sirop d'?rable,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Mrs.#Margaret#Peacock#Sales Representative,16,22.8,
10418,74,Longlife Tofu,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Mrs.#Margaret#Peacock#Sales Representative,15,8,
10419,60,Camembert Pierrot,20/01/2019,30/01/2019,17/02/2019,Richter Supermarkt,Switzerland,Gen?ve,Mrs.#Margaret#Peacock#Sales Representative,60,27.2,
10419,69,Gudbrandsdalsost,20/01/2019,30/01/2019,17/02/2019,Richter Supermarkt,Switzerland,Gen?ve,Mrs.#Margaret#Peacock#Sales Representative,20,28.8,
10420,9,Mishi Kobe Niku,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Ms.#Janet#Leverling#Sales Representative,20,77.6,
10420,13,Konbu,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Ms.#Janet#Leverling#Sales Representative,2,4.8,
10420,70,Outback Lager,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Ms.#Janet#Leverling#Sales Representative,8,12,
10420,73,R?d Kaviar,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Ms.#Janet#Leverling#Sales Representative,20,12,
10421,19,Teatime Chocolate Biscuits,21/01/2019,27/01/2019,04/03/2019,Que Del?cia,Brazil,Rio de Janeiro,Ms.#Laura#Callahan#Inside Sales Coordinator,4,7.3,
10421,26,Gumb?r Gummib?rchen,21/01/2019,27/01/2019,04/03/2019,Que Del?cia,Brazil,Rio de Janeiro,Ms.#Laura#Callahan#Inside Sales Coordinator,30,24.9,
10421,53,Perth Pasties,21/01/2019,27/01/2019,04/03/2019,Que Del?cia,Brazil,Rio de Janeiro,Ms.#Laura#Callahan#Inside Sales Coordinator,15,26.2,
10421,77,Original Frankfurter gr?ne So?e,21/01/2019,27/01/2019,04/03/2019,Que Del?cia,Brazil,Rio de Janeiro,Ms.#Laura#Callahan#Inside Sales Coordinator,10,10.4,
10422,26,Gumb?r Gummib?rchen,22/01/2019,31/01/2019,19/02/2019,Franchi S.p.A.,Italy,Torino,"Dr.#Andrew#Fuller#Vice President, Sales",2,24.9,
10423,31,Gorgonzola Telino,23/01/2019,24/02/2019,06/02/2019,Gourmet Lanchonetes,Brazil,Campinas,Mr.#Michael#Suyama#Sales Representative,14,10,
10423,59,Raclette Courdavault,23/01/2019,24/02/2019,06/02/2019,Gourmet Lanchonetes,Brazil,Campinas,Mr.#Michael#Suyama#Sales Representative,20,44,
10424,35,Steeleye Stout,23/01/2019,27/01/2019,20/02/2019,M?re Paillarde,Canada,Montr?al,Mr.#Robert#King#Sales Representative,60,14.4,
10424,38,C?te de Blaye,23/01/2019,27/01/2019,20/02/2019,M?re Paillarde,Canada,Montr?al,Mr.#Robert#King#Sales Representative,49,210.8,
10424,68,Scottish Longbreads,23/01/2019,27/01/2019,20/02/2019,M?re Paillarde,Canada,Montr?al,Mr.#Robert#King#Sales Representative,30,10,
10425,55,P?t? chinois,24/01/2019,14/02/2019,21/02/2019,La maison d'Asie,France,Toulouse,Mr.#Michael#Suyama#Sales Representative,10,19.2,
10425,76,Lakkalik??ri,24/01/2019,14/02/2019,21/02/2019,La maison d'Asie,France,Toulouse,Mr.#Michael#Suyama#Sales Representative,20,14.4,
10426,56,Gnocchi di nonna Alice,27/01/2019,06/02/2019,24/02/2019,Galer?a del gastr?nomo,Spain,Barcelona,Mrs.#Margaret#Peacock#Sales Representative,5,30.4,
10426,64,Wimmers gute Semmelkn?del,27/01/2019,06/02/2019,24/02/2019,Galer?a del gastr?nomo,Spain,Barcelona,Mrs.#Margaret#Peacock#Sales Representative,7,26.6,
10427,14,Tofu,27/01/2019,03/03/2019,24/02/2019,Piccolo und mehr,Austria,Salzburg,Mrs.#Margaret#Peacock#Sales Representative,35,18.6,
10428,46,Spegesild,28/01/2019,04/02/2019,25/02/2019,Reggiani Caseifici,Italy,Reggio Emilia,Mr.#Robert#King#Sales Representative,20,9.6,
10429,50,Valkoinen suklaa,29/01/2019,07/02/2019,12/03/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Ms.#Janet#Leverling#Sales Representative,40,13,
10429,63,Vegie-spread,29/01/2019,07/02/2019,12/03/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Ms.#Janet#Leverling#Sales Representative,35,35.1,
10430,17,Alice Mutton,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,45,31.2,
10430,21,Sir Rodney's Scones,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,50,8,
10430,56,Gnocchi di nonna Alice,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,30,30.4,
10430,59,Raclette Courdavault,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Mrs.#Margaret#Peacock#Sales Representative,70,44,
10431,17,Alice Mutton,30/01/2019,07/02/2019,13/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,50,31.2,
10431,40,Boston Crab Meat,30/01/2019,07/02/2019,13/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,50,14.7,
10431,47,Zaanse koeken,30/01/2019,07/02/2019,13/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Mrs.#Margaret#Peacock#Sales Representative,30,7.6,
10432,26,Gumb?r Gummib?rchen,31/01/2019,07/02/2019,14/02/2019,Split Rail Beer & Ale,USA,Lander,Ms.#Janet#Leverling#Sales Representative,10,24.9,
10432,54,Tourti?re,31/01/2019,07/02/2019,14/02/2019,Split Rail Beer & Ale,USA,Lander,Ms.#Janet#Leverling#Sales Representative,40,5.9,
10433,56,Gnocchi di nonna Alice,03/02/2019,04/03/2019,03/03/2019,Princesa Isabel Vinhos,Portugal,Lisboa,Ms.#Janet#Leverling#Sales Representative,28,30.4,
10434,11,Queso Cabrales,03/02/2019,13/02/2019,03/03/2019,Folk och f? HB,Sweden,Br?cke,Ms.#Janet#Leverling#Sales Representative,6,16.8,
10434,76,Lakkalik??ri,03/02/2019,13/02/2019,03/03/2019,Folk och f? HB,Sweden,Br?cke,Ms.#Janet#Leverling#Sales Representative,18,14.4,
10435,2,Chang,04/02/2019,07/02/2019,18/03/2019,Consolidated Holdings,UK,London,Ms.#Laura#Callahan#Inside Sales Coordinator,10,15.2,
10435,22,Gustaf's Kn?ckebr?d,04/02/2019,07/02/2019,18/03/2019,Consolidated Holdings,UK,London,Ms.#Laura#Callahan#Inside Sales Coordinator,12,16.8,
10435,72,Mozzarella di Giovanni,04/02/2019,07/02/2019,18/03/2019,Consolidated Holdings,UK,London,Ms.#Laura#Callahan#Inside Sales Coordinator,10,27.8,
10436,46,Spegesild,05/02/2019,11/02/2019,05/03/2019,Blondesddsl p?re et fils,France,Strasbourg,Ms.#Janet#Leverling#Sales Representative,5,9.6,
10436,56,Gnocchi di nonna Alice,05/02/2019,11/02/2019,05/03/2019,Blondesddsl p?re et fils,France,Strasbourg,Ms.#Janet#Leverling#Sales Representative,40,30.4,
10436,64,Wimmers gute Semmelkn?del,05/02/2019,11/02/2019,05/03/2019,Blondesddsl p?re et fils,France,Strasbourg,Ms.#Janet#Leverling#Sales Representative,30,26.6,
10436,75,Rh?nbr?u Klosterbier,05/02/2019,11/02/2019,05/03/2019,Blondesddsl p?re et fils,France,Strasbourg,Ms.#Janet#Leverling#Sales Representative,24,6.2,
10437,53,Perth Pasties,05/02/2019,12/02/2019,05/03/2019,Wartian Herkku,Finland,Oulu,Ms.#Laura#Callahan#Inside Sales Coordinator,15,26.2,
10438,19,Teatime Chocolate Biscuits,06/02/2019,14/02/2019,06/03/2019,Toms Spezialit?ten,Germany,M?nster,Ms.#Janet#Leverling#Sales Representative,15,7.3,
10438,34,Sasquatch Ale,06/02/2019,14/02/2019,06/03/2019,Toms Spezialit?ten,Germany,M?nster,Ms.#Janet#Leverling#Sales Representative,20,11.2,
10438,57,Ravioli Angelo,06/02/2019,14/02/2019,06/03/2019,Toms Spezialit?ten,Germany,M?nster,Ms.#Janet#Leverling#Sales Representative,15,15.6,
10439,12,Queso Manchego La Pastora,07/02/2019,10/02/2019,07/03/2019,M?re Paillarde,Canada,Montr?al,Mr.#Michael#Suyama#Sales Representative,15,30.4,
