Time Stamp,Type_Customer,Supplier ID,Supplier_state_name,UnitPrice,SalesQuantity,TitleOfCourtesy@FirstName@LastName@Title,Customer_ Country,Customer_City,Discount
29/03/2015 12:05,Silver,14,Massachusetts,99,29,Mrs.@Margaret@Peacock@Sales Representative,Portugal,Lisboa,0.07
29/03/2015 12:05,Silver,9,New Hampshire,119,29,Mrs.@Margaret@Peacock@Sales Representative,Portugal,Lisboa,0.28
29/03/2015 13:03,Reg,7,Massachusetts,176,30,Mrs.@Margaret@Peacock@Sales Representative,Portugal,Lisboa,0.03
29/03/2015 13:03,Reg,8,Puerto Rico,149,12,Mrs.@Margaret@Peacock@Sales Representative,USA,Lander,0.33
29/03/2015 13:03,Silver,12,New Hampshire,101,12,Mrs.@Margaret@Peacock@Sales Representative,USA,Lander,0.12
29/03/2015 13:03,VIP,9,Massachusetts,111,21,Mrs.@Margaret@Peacock@Sales Representative,USA,Lander,0.13
29/03/2015 13:14,Silver,4,Massachusetts,30,5,Mrs.@Margaret@Peacock@Sales Representative,USA,Lander,0.07
29/03/2015 20:24,Reg,18,Maine,90,21,Ms.@Janet@Leverling@Sales Representative,Venezuela,Barquisimeto,0.12
30/03/2015 9:36,Reg,9,Rhode Island,126,17,Ms.@Janet@Leverling@Sales Representative,Venezuela,Barquisimeto,0.25
30/03/2015 9:36,VIP,29,Maine,186,24,Ms.@Anne@Dodsworth@Sales Representative,France,Marseille,0.3
30/03/2015 10:18,VIP,3,New Hampshire,139,13,Ms.@Janet@Leverling@Sales Representative,Canada,Montr?al,0.03
30/03/2015 10:18,VIP,19,Maine,141,23,Ms.@Janet@Leverling@Sales Representative,Canada,Montr?al,0.07
30/03/2015 10:18,Silver,21,Massachusetts,134,12,Ms.@Janet@Leverling@Sales Representative,Canada,Montr?al,0.22
30/03/2015 14:14,Reg,11,Puerto Rico,149,14,Mr.@Steven@Buchanan@Sales Manager,Finland,Oulu,0.2
30/03/2015 16:04,VIP,16,Massachusetts,137,22,Mr.@Steven@Buchanan@Sales Manager,Finland,Oulu,0.03
30/03/2015 16:04,Silver,13,Maine,128,11,Mr.@Steven@Buchanan@Sales Manager,Finland,Oulu,0.07
31/03/2015 9:05,VIP,12,Maine,130,14,Ms.@Laura@Callahan@Inside Sales Coordinator,France,Lyon,0.26
31/03/2015 9:05,Silver,18,Maine,106,10,Ms.@Laura@Callahan@Inside Sales Coordinator,France,Lyon,0.29
31/03/2015 9:20,Reg,24,Massachusetts,138,18,Mr.@Robert@King@Sales Representative,Ireland,Cork,0.21
31/03/2015 11:17,Silver,1,New Hampshire,168,18,Mr.@Robert@King@Sales Representative,Ireland,Cork,0.19
31/03/2015 11:17,Silver,12,Massachusetts,119,29,Mr.@Robert@King@Sales Representative,Ireland,Cork,0.02
31/03/2015 11:17,Reg,3,New Hampshire,147,30,Mr.@Robert@King@Sales Representative,Ireland,Cork,0.28
31/03/2015 12:39,Reg,10,Puerto Rico,107,25,Mr.@Robert@King@Sales Representative,Portugal,Lisboa,0
31/03/2015 12:39,Silver,18,Massachusetts,87,29,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.05
31/03/2015 12:39,Reg,25,Maine,164,10,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.24
31/03/2015 13:17,Silver,29,Massachusetts,126,30,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.31
31/03/2015 13:17,VIP,15,New Hampshire,192,11,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.07
31/03/2015 13:17,Reg,14,Maine,125,15,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.28
31/03/2015 13:17,Silver,12,Maine,184,21,Mrs.@Margaret@Peacock@Sales Representative,USA,Anchorage,0.03
31/03/2015 13:25,VIP,20,Rhode Island,151,25,Mrs.@Margaret@Peacock@Sales Representative,USA,Anchorage,0.29
31/03/2015 15:16,Reg,25,Massachusetts,86,20,"Dr.@Andrew@Fuller@Vice President, Sales",Canada,Montr?al,0.01
31/03/2015 15:37,Reg,7,Massachusetts,175,23,"Dr.@Andrew@Fuller@Vice President, Sales",Canada,Montr?al,0.03
31/03/2015 16:47,Reg,10,New Hampshire,96,10,"Dr.@Andrew@Fuller@Vice President, Sales",Canada,Montr?al,0.14
31/03/2015 16:47,VIP,29,Massachusetts,186,22,Ms.@Nancy@Davolio@Sales Representative,France,Marseille,0.15
31/03/2015 16:47,Silver,10,Maine,106,14,Ms.@Nancy@Davolio@Sales Representative,France,Marseille,0.04
31/03/2015 16:47,Silver,3,Maine,151,30,Ms.@Nancy@Davolio@Sales Representative,France,Marseille,0.2
31/03/2015 16:53,VIP,21,New Hampshire,72,24,Mr.@Robert@King@Sales Representative,Denmark,Kobenhavn,0.14
31/03/2015 16:53,Silver,22,Rhode Island,150,18,Mr.@Robert@King@Sales Representative,Denmark,Kobenhavn,0.23
31/03/2015 16:53,VIP,11,Massachusetts,149,19,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.19
31/03/2015 17:05,Reg,11,Puerto Rico,184,10,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.16
31/03/2015 17:09,VIP,14,Maine,111,26,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.28
31/03/2015 17:53,Silver,20,Puerto Rico,112,26,Mrs.@Margaret@Peacock@Sales Representative,Germany,M?nchen,0.13
31/03/2015 17:53,VIP,7,Puerto Rico,112,12,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0.13
31/03/2015 18:53,VIP,26,Massachusetts,66,10,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0.11
31/03/2015 18:53,Reg,3,Massachusetts,84,11,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0
31/03/2015 19:16,VIP,12,Rhode Island,94,26,Mrs.@Margaret@Peacock@Sales Representative,USA,Seattle,0.3
31/03/2015 20:47,VIP,15,Massachusetts,98,15,Mrs.@Margaret@Peacock@Sales Representative,USA,Seattle,0.12
31/03/2015 20:47,Silver,11,Puerto Rico,103,11,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Cunewalde,0.08
02/04/2015 16:35,Reg,13,Rhode Island,121,21,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Cunewalde,0.18
02/04/2015 16:35,Silver,22,Massachusetts,146,19,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Cunewalde,0.24
05/04/2015 15:36,VIP,16,Massachusetts,156,16,Ms.@Janet@Leverling@Sales Representative,USA,Albuquerque,0.09
05/04/2015 15:36,VIP,7,Maine,110,30,Ms.@Janet@Leverling@Sales Representative,USA,Albuquerque,0.1
05/04/2015 15:36,Reg,17,Maine,124,28,Mrs.@Margaret@Peacock@Sales Representative,Brazil,Sao Paulo,0.27
05/04/2015 16:24,Silver,15,New Hampshire,113,16,Mrs.@Margaret@Peacock@Sales Representative,Brazil,Sao Paulo,0.32
05/04/2015 16:24,VIP,9,Massachusetts,168,18,Mrs.@Margaret@Peacock@Sales Representative,Brazil,Sao Paulo,0.22
05/04/2015 16:24,Silver,24,Maine,148,15,Mrs.@Margaret@Peacock@Sales Representative,Brazil,Sao Paulo,0.13
05/04/2015 17:15,Reg,29,Maine,130,22,Mrs.@Margaret@Peacock@Sales Representative,Germany,Stuttgart,0.13
06/04/2015 9:05,VIP,15,Maine,130,20,Mrs.@Margaret@Peacock@Sales Representative,Germany,Stuttgart,0.21
06/04/2015 9:05,Silver,26,Rhode Island,132,28,Mr.@Robert@King@Sales Representative,USA,Lander,0.09
06/04/2015 12:44,VIP,19,Maine,106,11,Mr.@Michael@Suyama@Sales Representative,France,Toulouse,0.04
06/04/2015 13:01,Reg,15,Massachusetts,108,14,Mr.@Michael@Suyama@Sales Representative,France,Toulouse,0.33
06/04/2015 15:01,Silver,2,Massachusetts,138,24,Ms.@Nancy@Davolio@Sales Representative,Austria,Graz,0.2
06/04/2015 17:00,VIP,2,Massachusetts,174,24,Ms.@Nancy@Davolio@Sales Representative,Austria,Graz,0.04
06/04/2015 17:00,VIP,29,Massachusetts,112,22,Ms.@Nancy@Davolio@Sales Representative,Austria,Graz,0.23
06/04/2015 17:00,Silver,8,Massachusetts,123,11,Ms.@Nancy@Davolio@Sales Representative,Austria,Graz,0.33
06/04/2015 17:10,VIP,8,Rhode Island,123,17,Ms.@Janet@Leverling@Sales Representative,Portugal,Lisboa,0.2
06/04/2015 18:16,VIP,29,Massachusetts,154,11,Ms.@Janet@Leverling@Sales Representative,Portugal,Lisboa,0.21
06/04/2015 18:33,Reg,21,Massachusetts,142,20,Mr.@Robert@King@Sales Representative,Austria,Salzburg,0.27
07/04/2015 13:06,Reg,7,Maine,178,23,Mr.@Robert@King@Sales Representative,Austria,Salzburg,0.18
07/04/2015 18:39,Silver,6,Massachusetts,160,26,Ms.@Laura@Callahan@Inside Sales Coordinator,Mexico,M?xico D.F.,0.26
08/04/2015 11:07,VIP,22,Massachusetts,151,25,Ms.@Laura@Callahan@Inside Sales Coordinator,Mexico,M?xico D.F.,0.24
08/04/2015 17:23,Silver,29,Rhode Island,103,14,Mr.@Michael@Suyama@Sales Representative,UK,Colchester,0.09
08/04/2015 18:10,Silver,4,Puerto Rico,90,20,Mr.@Michael@Suyama@Sales Representative,UK,Colchester,0.23
08/04/2015 19:39,VIP,13,Maine,190,10,Mr.@Michael@Suyama@Sales Representative,Germany,Stuttgart,0.13
09/04/2015 10:20,Reg,3,Maine,173,23,Mr.@Michael@Suyama@Sales Representative,Germany,Stuttgart,0.1
09/04/2015 10:39,Reg,23,Maine,148,15,Mr.@Michael@Suyama@Sales Representative,Germany,Stuttgart,0.17
09/04/2015 11:39,Silver,10,Maine,168,12,Ms.@Nancy@Davolio@Sales Representative,Venezuela,Barquisimeto,0.24
09/04/2015 11:39,Reg,4,Massachusetts,127,14,Ms.@Nancy@Davolio@Sales Representative,Venezuela,Barquisimeto,0.08
09/04/2015 16:48,VIP,4,Massachusetts,134,18,Ms.@Nancy@Davolio@Sales Representative,Venezuela,Barquisimeto,0.26
10/04/2015 9:32,Reg,19,Puerto Rico,152,24,Mr.@Steven@Buchanan@Sales Manager,France,Toulouse,0.19
12/04/2015 10:51,Reg,23,Massachusetts,121,16,Mr.@Steven@Buchanan@Sales Manager,France,Toulouse,0.08
12/04/2015 10:51,VIP,27,Maine,88,18,Mr.@Steven@Buchanan@Sales Manager,France,Toulouse,0.09
12/04/2015 11:49,Silver,15,Maine,189,16,Mr.@Steven@Buchanan@Sales Manager,UK,London,0.11
12/04/2015 12:32,Reg,19,Puerto Rico,93,12,Mr.@Steven@Buchanan@Sales Manager,UK,London,0.19
12/04/2015 12:42,VIP,16,Puerto Rico,116,29,Mr.@Steven@Buchanan@Sales Manager,UK,London,0.09
12/04/2015 13:18,Silver,2,Maine,78,11,Mrs.@Margaret@Peacock@Sales Representative,France,Strasbourg,0.22
13/04/2015 11:24,VIP,6,Massachusetts,112,26,Mrs.@Margaret@Peacock@Sales Representative,France,Strasbourg,0.15
13/04/2015 17:37,VIP,22,Massachusetts,159,27,Mrs.@Margaret@Peacock@Sales Representative,France,Strasbourg,0.11
13/04/2015 20:04,Silver,17,Maine,118,12,Mrs.@Margaret@Peacock@Sales Representative,France,Strasbourg,0.03
13/04/2015 20:04,VIP,9,Puerto Rico,79,12,Mrs.@Margaret@Peacock@Sales Representative,France,Strasbourg,0.07
13/04/2015 20:04,Silver,5,Maine,63,11,Ms.@Nancy@Davolio@Sales Representative,Germany,Cunewalde,0.22
13/04/2015 20:04,VIP,9,Massachusetts,141,27,Ms.@Nancy@Davolio@Sales Representative,Germany,Cunewalde,0.26
14/04/2015 10:18,Reg,27,Rhode Island,177,20,Ms.@Janet@Leverling@Sales Representative,France,Marseille,0.2
14/04/2015 10:18,Reg,2,Massachusetts,77,11,Ms.@Janet@Leverling@Sales Representative,France,Marseille,0.18
14/04/2015 10:18,Silver,2,Puerto Rico,104,24,Ms.@Janet@Leverling@Sales Representative,France,Marseille,0.33
14/04/2015 18:06,Reg,14,New Hampshire,116,22,Mrs.@Margaret@Peacock@Sales Representative,Germany,Aachen,0.11
14/04/2015 20:36,Reg,22,Massachusetts,109,20,Mrs.@Margaret@Peacock@Sales Representative,Germany,Aachen,0.06
14/04/2015 20:36,VIP,6,Rhode Island,166,22,Mrs.@Margaret@Peacock@Sales Representative,Germany,Aachen,0.08
15/04/2015 11:04,VIP,15,Maine,126,26,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.06
15/04/2015 14:27,VIP,13,New Hampshire,101,20,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.21
15/04/2015 14:27,Silver,19,Puerto Rico,105,19,Ms.@Janet@Leverling@Sales Representative,Mexico,M?xico D.F.,0
15/04/2015 17:09,Reg,26,Puerto Rico,118,11,Ms.@Laura@Callahan@Inside Sales Coordinator,Spain,Barcelona,0.2
15/04/2015 19:14,Silver,23,Maine,78,26,Ms.@Laura@Callahan@Inside Sales Coordinator,Spain,Barcelona,0.24
15/04/2015 19:40,Silver,11,New Hampshire,78,12,Mr.@Robert@King@Sales Representative,Denmark,?rhus,0.31
15/04/2015 20:59,Reg,2,New Hampshire,162,18,Mr.@Robert@King@Sales Representative,Denmark,?rhus,0.12
15/04/2015 20:59,Reg,23,Massachusetts,99,22,Mr.@Robert@King@Sales Representative,Denmark,?rhus,0.06
16/04/2015 12:55,Reg,6,Maine,102,16,Mr.@Robert@King@Sales Representative,Denmark,?rhus,0.06
16/04/2015 12:55,VIP,19,New Hampshire,146,30,"Dr.@Andrew@Fuller@Vice President, Sales",Austria,Graz,0.09
16/04/2015 12:55,Silver,13,New Hampshire,154,26,"Dr.@Andrew@Fuller@Vice President, Sales",Austria,Graz,0.14
18/04/2015 10:28,Reg,21,Massachusetts,163,28,"Dr.@Andrew@Fuller@Vice President, Sales",Austria,Graz,0.12
18/04/2015 10:28,VIP,15,Massachusetts,140,15,"Dr.@Andrew@Fuller@Vice President, Sales",Austria,Graz,0.11
18/04/2015 12:38,VIP,7,Maine,107,26,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Lander,0.06
19/04/2015 14:03,VIP,1,Maine,104,10,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Lander,0.31
19/04/2015 15:09,Reg,19,Maine,134,14,Mr.@Michael@Suyama@Sales Representative,Switzerland,Bern,0.27
19/04/2015 17:00,Silver,12,Massachusetts,124,16,Mr.@Michael@Suyama@Sales Representative,Switzerland,Bern,0.13
19/04/2015 17:44,VIP,27,Maine,82,17,Mr.@Michael@Suyama@Sales Representative,Switzerland,Bern,0.11
19/04/2015 19:52,VIP,4,Massachusetts,83,27,Ms.@Nancy@Davolio@Sales Representative,France,Toulouse,0.12
19/04/2015 19:52,VIP,25,Massachusetts,99,24,Mr.@Steven@Buchanan@Sales Manager,Brazil,Sao Paulo,0.12
20/04/2015 9:01,Silver,5,Maine,149,22,Mr.@Steven@Buchanan@Sales Manager,Brazil,Sao Paulo,0.18
20/04/2015 9:01,VIP,1,New Hampshire,153,19,Mr.@Steven@Buchanan@Sales Manager,Brazil,Sao Paulo,0.23
20/04/2015 9:01,Silver,2,Puerto Rico,110,19,Mr.@Steven@Buchanan@Sales Manager,Brazil,Sao Paulo,0.09
20/04/2015 11:17,Reg,24,Massachusetts,120,15,Mrs.@Margaret@Peacock@Sales Representative,Ireland,Cork,0.05
20/04/2015 12:08,Reg,12,Maine,157,18,Mrs.@Margaret@Peacock@Sales Representative,Ireland,Cork,0.16
20/04/2015 14:24,VIP,20,Massachusetts,162,5,Ms.@Nancy@Davolio@Sales Representative,Poland,Warszawa,0.1
20/04/2015 17:42,Silver,6,Massachusetts,127,18,Ms.@Nancy@Davolio@Sales Representative,Poland,Warszawa,0.28
20/04/2015 19:36,Reg,5,Rhode Island,135,19,Ms.@Janet@Leverling@Sales Representative,USA,Elgin,0.2
20/04/2015 19:36,VIP,10,Massachusetts,138,12,Ms.@Janet@Leverling@Sales Representative,USA,Elgin,0.18
21/04/2015 9:22,Reg,21,Massachusetts,151,21,Ms.@Nancy@Davolio@Sales Representative,Canada,Montr?al,0.26
21/04/2015 16:39,Silver,16,Massachusetts,105,16,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.3
22/04/2015 15:32,Reg,27,Massachusetts,109,28,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.15
22/04/2015 15:32,Reg,3,Puerto Rico,116,12,Mr.@Steven@Buchanan@Sales Manager,Sweden,Br?cke,0.11
22/04/2015 18:15,VIP,23,Puerto Rico,167,17,"Dr.@Andrew@Fuller@Vice President, Sales",Brazil,Rio de Janeiro,0.14
22/04/2015 20:44,VIP,15,Maine,120,28,"Dr.@Andrew@Fuller@Vice President, Sales",Brazil,Rio de Janeiro,0.24
23/04/2015 10:57,Silver,15,New Hampshire,167,12,"Dr.@Andrew@Fuller@Vice President, Sales",Brazil,Rio de Janeiro,0.3
23/04/2015 10:57,Silver,17,New Hampshire,114,28,Ms.@Laura@Callahan@Inside Sales Coordinator,Ireland,Cork,0.11
23/04/2015 10:57,VIP,7,Maine,115,27,Ms.@Laura@Callahan@Inside Sales Coordinator,Ireland,Cork,0.01
23/04/2015 12:38,Silver,9,Massachusetts,159,10,Ms.@Laura@Callahan@Inside Sales Coordinator,Ireland,Cork,0.28
23/04/2015 12:38,Reg,2,Rhode Island,146,10,Ms.@Laura@Callahan@Inside Sales Coordinator,Ireland,Cork,0.1
23/04/2015 14:16,Reg,5,Maine,77,10,Ms.@Janet@Leverling@Sales Representative,Venezuela,Barquisimeto,0.17
23/04/2015 14:16,Silver,25,New Hampshire,144,13,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0.27
23/04/2015 14:16,Reg,3,Massachusetts,123,19,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0.2
23/04/2015 14:40,Reg,9,Maine,141,21,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0
23/04/2015 17:10,Silver,10,Maine,116,23,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0.32
24/04/2015 14:48,Silver,15,Rhode Island,150,30,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0.13
25/04/2015 10:09,Silver,14,Puerto Rico,143,10,Ms.@Laura@Callahan@Inside Sales Coordinator,UK,Colchester,0.03
25/04/2015 15:57,Silver,6,Massachusetts,179,18,Ms.@Laura@Callahan@Inside Sales Coordinator,UK,Colchester,0.09
26/04/2015 16:51,Silver,29,Massachusetts,139,22,Ms.@Laura@Callahan@Inside Sales Coordinator,UK,Colchester,0.04
26/04/2015 17:33,Reg,1,Maine,179,16,Ms.@Janet@Leverling@Sales Representative,Sweden,Lule?,0.21
26/04/2015 20:30,VIP,3,Massachusetts,123,11,Ms.@Janet@Leverling@Sales Representative,Sweden,Lule?,0.25
28/04/2015 9:46,Reg,10,New Hampshire,76,30,Ms.@Nancy@Davolio@Sales Representative,USA,Lander,0.33
28/04/2015 10:44,Silver,1,Puerto Rico,124,19,Ms.@Nancy@Davolio@Sales Representative,USA,Lander,0.04
28/04/2015 11:40,Silver,26,Maine,85,16,Ms.@Nancy@Davolio@Sales Representative,USA,Lander,0.24
28/04/2015 11:40,Silver,21,Maine,118,29,Ms.@Anne@Dodsworth@Sales Representative,Brazil,Sao Paulo,0.28
28/04/2015 11:40,VIP,9,Massachusetts,74,23,Ms.@Anne@Dodsworth@Sales Representative,Brazil,Sao Paulo,0.14
28/04/2015 13:28,VIP,10,Massachusetts,157,20,Ms.@Nancy@Davolio@Sales Representative,Norway,Stavern,0.18
28/04/2015 17:09,Reg,1,Massachusetts,128,10,Ms.@Nancy@Davolio@Sales Representative,Norway,Stavern,0.29
28/04/2015 17:09,Reg,27,Rhode Island,64,29,Ms.@Nancy@Davolio@Sales Representative,Norway,Stavern,0.3
29/04/2015 11:39,VIP,23,Rhode Island,120,14,Ms.@Nancy@Davolio@Sales Representative,Norway,Stavern,0.1
29/04/2015 14:59,Reg,10,Maine,189,20,"Dr.@Andrew@Fuller@Vice President, Sales",UK,London,0.07
30/04/2015 10:09,Silver,28,Massachusetts,188,28,"Dr.@Andrew@Fuller@Vice President, Sales",UK,London,0.11
30/04/2015 10:09,Reg,6,Massachusetts,114,29,"Dr.@Andrew@Fuller@Vice President, Sales",UK,London,0.02
30/04/2015 10:32,Silver,14,Maine,180,18,Mrs.@Margaret@Peacock@Sales Representative,Canada,Tsawassen,0.22
30/04/2015 12:01,Reg,15,Massachusetts,122,27,Mrs.@Margaret@Peacock@Sales Representative,Canada,Tsawassen,0.28
30/04/2015 12:01,VIP,12,Maine,172,22,Mrs.@Margaret@Peacock@Sales Representative,Canada,Tsawassen,0.02
30/04/2015 13:33,Reg,5,Massachusetts,149,17,Mrs.@Margaret@Peacock@Sales Representative,Canada,Tsawassen,0.28
30/04/2015 16:19,Silver,14,Massachusetts,113,24,Mr.@Michael@Suyama@Sales Representative,Austria,Graz,0.07
30/04/2015 17:48,Reg,18,Rhode Island,157,16,Mr.@Michael@Suyama@Sales Representative,Austria,Graz,0.32
30/04/2015 17:48,Silver,21,Maine,114,14,Mr.@Michael@Suyama@Sales Representative,Austria,Graz,0.24
30/04/2015 17:48,Silver,7,Puerto Rico,115,17,Mr.@Michael@Suyama@Sales Representative,Austria,Graz,0.21
30/04/2015 19:09,Silver,27,New Hampshire,89,30,Ms.@Janet@Leverling@Sales Representative,Germany,Aachen,0.07
30/04/2015 19:21,VIP,15,New Hampshire,73,14,"Dr.@Andrew@Fuller@Vice President, Sales",Austria,Salzburg,0.05
30/04/2015 20:10,VIP,9,New Hampshire,165,19,Ms.@Nancy@Davolio@Sales Representative,USA,Boise,0.04
30/04/2015 20:33,Silver,4,Maine,148,29,Ms.@Nancy@Davolio@Sales Representative,USA,Boise,0.22
01/05/2015 11:19,Reg,16,New Hampshire,128,29,Ms.@Nancy@Davolio@Sales Representative,USA,Boise,0.11
01/05/2015 11:19,VIP,25,Rhode Island,85,30,Ms.@Nancy@Davolio@Sales Representative,USA,Boise,0.17
01/05/2015 11:19,VIP,26,New Hampshire,103,29,Ms.@Nancy@Davolio@Sales Representative,USA,Boise,0.24
01/05/2015 19:59,VIP,5,Maine,148,16,Ms.@Nancy@Davolio@Sales Representative,USA,Elgin,0.2
01/05/2015 19:59,Reg,11,Massachusetts,94,20,Ms.@Nancy@Davolio@Sales Representative,USA,Elgin,0.17
03/05/2015 10:44,VIP,2,Rhode Island,84,18,Mr.@Michael@Suyama@Sales Representative,Venezuela,San Crist?bal,0.18
03/05/2015 11:01,VIP,8,Maine,149,18,Mr.@Michael@Suyama@Sales Representative,Venezuela,San Crist?bal,0.01
03/05/2015 14:55,Reg,24,Maine,132,12,Mr.@Michael@Suyama@Sales Representative,Venezuela,San Crist?bal,0.26
04/05/2015 18:19,Silver,8,New Hampshire,133,19,Ms.@Nancy@Davolio@Sales Representative,Germany,M?nchen,0.12
05/05/2015 11:09,Silver,11,Maine,113,11,Ms.@Nancy@Davolio@Sales Representative,Germany,M?nchen,0.22
05/05/2015 15:08,Silver,12,Maine,153,15,Ms.@Nancy@Davolio@Sales Representative,Germany,M?nchen,0.13
06/05/2015 17:53,VIP,28,New Hampshire,94,14,Mr.@Steven@Buchanan@Sales Manager,Portugal,Lisboa,0.02
07/05/2015 16:26,Silver,19,Maine,178,20,Mr.@Steven@Buchanan@Sales Manager,Portugal,Lisboa,0.12
07/05/2015 16:26,Silver,3,Maine,127,22,"Dr.@Andrew@Fuller@Vice President, Sales",USA,Boise,0.03
07/05/2015 18:11,Reg,24,Massachusetts,96,11,"Dr.@Andrew@Fuller@Vice President, Sales",USA,Boise,0.29
08/05/2015 11:03,Silver,28,Maine,83,14,Ms.@Laura@Callahan@Inside Sales Coordinator,Denmark,?rhus,0.19
08/05/2015 11:03,VIP,6,New Hampshire,134,10,Ms.@Laura@Callahan@Inside Sales Coordinator,Denmark,?rhus,0.1
08/05/2015 17:45,Reg,4,Massachusetts,124,11,Ms.@Laura@Callahan@Inside Sales Coordinator,Denmark,?rhus,0.04
08/05/2015 17:45,Reg,15,Massachusetts,104,24,Ms.@Laura@Callahan@Inside Sales Coordinator,Denmark,?rhus,0.15
08/05/2015 18:34,Silver,28,New Hampshire,154,24,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.16
08/05/2015 20:01,Silver,15,Rhode Island,146,20,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.17
09/05/2015 9:06,Reg,14,Massachusetts,93,30,Ms.@Nancy@Davolio@Sales Representative,UK,London,0.06
10/05/2015 18:34,Reg,25,New Hampshire,148,10,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.2
10/05/2015 19:34,Reg,12,New Hampshire,69,20,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.18
10/05/2015 20:04,VIP,20,New Hampshire,165,28,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.14
11/05/2015 10:39,Reg,9,Puerto Rico,73,26,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.04
11/05/2015 10:39,Silver,29,Puerto Rico,97,16,Ms.@Laura@Callahan@Inside Sales Coordinator,Austria,Graz,0.17
11/05/2015 10:39,Reg,1,Massachusetts,110,18,Ms.@Laura@Callahan@Inside Sales Coordinator,Austria,Graz,0.3
11/05/2015 15:01,Reg,3,Puerto Rico,165,24,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0
11/05/2015 15:01,Reg,9,Massachusetts,122,15,Mrs.@Margaret@Peacock@Sales Representative,Austria,Graz,0.21
11/05/2015 18:16,VIP,7,Massachusetts,193,19,"Dr.@Andrew@Fuller@Vice President, Sales",Italy,Bergamo,0.13
11/05/2015 18:16,VIP,14,Massachusetts,108,19,"Dr.@Andrew@Fuller@Vice President, Sales",Italy,Bergamo,0.14
11/05/2015 19:18,VIP,5,Puerto Rico,131,19,"Dr.@Andrew@Fuller@Vice President, Sales",Italy,Bergamo,0.24
11/05/2015 19:18,Silver,4,Massachusetts,146,10,Ms.@Nancy@Davolio@Sales Representative,Venezuela,I. de Margarita,0.05
11/05/2015 19:18,Silver,8,Rhode Island,123,16,Mr.@Robert@King@Sales Representative,Brazil,Sao Paulo,0.2
12/05/2015 20:47,Reg,28,Massachusetts,120,23,Mr.@Robert@King@Sales Representative,Brazil,Sao Paulo,0.04
12/05/2015 20:47,Silver,25,Massachusetts,119,14,Mr.@Robert@King@Sales Representative,Brazil,Sao Paulo,0.09
12/05/2015 20:50,VIP,8,Maine,87,14,Mr.@Robert@King@Sales Representative,Brazil,Sao Paulo,0.17
13/05/2015 10:22,VIP,17,Maine,121,10,Mr.@Robert@King@Sales Representative,Brazil,Sao Paulo,0.24
13/05/2015 10:22,Reg,2,New Hampshire,114,21,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,K?ln,0.01
13/05/2015 11:49,Reg,26,Rhode Island,115,24,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,K?ln,0.14
14/05/2015 11:17,Silver,8,Maine,156,10,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,K?ln,0.12
15/05/2015 14:52,VIP,20,Massachusetts,103,17,Ms.@Laura@Callahan@Inside Sales Coordinator,France,Lille,0.09
15/05/2015 14:52,VIP,17,Rhode Island,97,12,Ms.@Laura@Callahan@Inside Sales Coordinator,France,Lille,0.23
17/05/2015 19:34,VIP,21,Maine,118,10,Ms.@Laura@Callahan@Inside Sales Coordinator,France,Lille,0.25
19/05/2015 12:26,Reg,14,Maine,105,10,Ms.@Janet@Leverling@Sales Representative,Argentina,Buenos Aires,0.13
